0,313594.280728207,4161631.71255851,0
1,313593.821011408,4161632.01827598,0
2,313593.39089666,4161632.39520622,0
3,313593.016812189,4161632.72800803,0
4,313592.610806329,4161633.06579948,0
5,313592.177273618,4161633.41753745,0
6,313591.758511408,4161633.73154807,0
7,313591.287381035,4161634.04269767,0
8,313590.791287287,4161634.35875297,0
9,313590.340359553,4161634.65780616,0
10,313589.897183281,4161634.95981956,0
11,313589.290432793,4161635.37623954,0
12,313588.773526055,4161635.72920585,0
13,313588.258694512,4161636.07828117,0
14,313587.775479181,4161636.40440345,0
15,313587.337612969,4161636.70132041,0
16,313586.868252618,4161637.02206397,0
17,313586.388882502,4161637.33484245,0
18,313585.895779473,4161637.64575172,0
19,313585.36239324,4161637.98133445,0
20,313584.824185233,4161638.32207847,0
21,313584.131924494,4161638.76343513,0
22,313583.56478582,4161639.12645317,0
23,313583.014065605,4161639.47952629,0
24,313582.401211601,4161639.87189842,0
25,313581.94772039,4161640.15987754,0
26,313581.490139823,4161640.45509315,0
27,313581.047757011,4161640.74278236,0
28,313580.555569512,4161641.06344963,0
29,313580.075833183,4161641.37612129,0
30,313579.575894218,4161641.70170188,0
31,313579.102383477,4161642.01199698,0
32,313578.596890311,4161642.34397865,0
33,313578.110195973,4161642.65594077,0
34,313577.587674002,4161642.97959877,0
35,313577.064358574,4161643.29890037,0
36,313576.515713551,4161643.63254905,0
37,313575.965603687,4161643.96780754,0
38,313575.418240407,4161644.30268836,0
39,313574.866177423,4161644.64164329,0
40,313574.305020192,4161644.9872396,0
41,313573.747891288,4161645.33104301,0
42,313573.14071355,4161645.70605445,0
43,313572.549527028,4161646.07125068,0
44,313572.011807303,4161646.40330864,0
45,313571.585537772,4161646.66643501,0
46,313571.001919609,4161647.02645469,0
47,313570.541958669,4161647.3100431,0
48,313569.929287772,4161647.68769432,0
49,313569.320950369,4161648.06257987,0
50,313568.694912771,4161648.44835639,0
51,313568.038662774,4161648.85266472,0
52,313567.205838066,4161649.36585594,0
53,313566.744534353,4161649.65017296,0
54,313566.11416326,4161650.03871894,0
55,313565.642544604,4161650.32939125,0
56,313565.203579761,4161650.5998838,0
57,313564.55691228,4161650.99837852,0
58,313564.053555346,4161651.30855537,0
59,313563.578823904,4161651.60124946,0
60,313562.925137377,4161652.00416542,0
61,313562.483059746,4161652.27761436,0
62,313561.819729666,4161652.68865181,0
63,313561.363247733,4161652.96954323,0
64,313560.915066579,4161653.24156928,0
65,313560.203457694,4161653.66495109,0
66,313559.460903979,4161654.10002876,0
67,313558.977566576,4161654.38187004,0
68,313558.369595385,4161654.73593116,0
69,313557.770230153,4161655.08520103,0
70,313557.320278978,4161655.34783531,0
71,313556.884793141,4161655.60239387,0
72,313556.225918632,4161655.98836494,0
73,313555.693631032,4161656.30087638,0
74,313555.103115891,4161656.64786506,0
75,313554.505398607,4161656.99970222,0
76,313553.888272146,4161657.36319328,0
77,313553.257229665,4161657.73495841,0
78,313552.663113449,4161658.0848806,0
79,313552.221340991,4161658.3449514,0
80,313551.761441089,4161658.6156118,0
81,313551.117215014,4161658.99465157,0
82,313550.66048894,4161659.2632444,0
83,313550.077114914,4161659.60622764,0
84,313549.589749194,4161659.89271522,0
85,313548.761380055,4161660.37928367,0
86,313548.303982592,4161660.64783836,0
87,313547.76595769,4161660.96367241,0
88,313547.13137517,4161661.33616615,0
89,313546.669522143,4161661.60709739,0
90,313545.981533865,4161662.010494,0
91,313545.30221257,4161662.40891243,0
92,313544.661709643,4161662.78469063,0
93,313544.195401052,4161663.05807091,0
94,313543.750027514,4161663.31765724,0
95,313543.121670582,4161663.6852491,0
96,313542.687283374,4161663.94299293,0
97,313542.088101241,4161664.30369545,0
98,313541.459866381,4161664.68521476,0
99,313540.861599778,4161665.05001045,0
100,313540.429837086,4161665.31345726,0
101,313539.887173512,4161665.64486671,0
102,313539.275173999,4161666.01850105,0
103,313538.718777516,4161666.3577726,0
104,313538.111721849,4161666.72740722,0
105,313537.565396165,4161667.05981804,0
106,313536.997219894,4161667.40561271,0
107,313536.423672531,4161667.75485016,0
108,313535.825039723,4161668.1190908,0
109,313535.063504075,4161668.58245445,0
110,313534.469387863,4161668.94381691,0
111,313533.88869939,4161669.29752327,0
112,313533.368008469,4161669.61527038,0
113,313532.774929859,4161669.97716881,0
114,313532.186917161,4161670.33553482,0
115,313531.607327316,4161670.68855644,0
116,313531.064907883,4161671.01927543,0
117,313530.45467839,4161671.39147354,0
118,313529.928799486,4161671.71206642,0
119,313529.352139326,4161672.06172157,0
120,313528.787442059,4161672.40289284,0
121,313528.264492843,4161672.7255075,0
122,313527.753445479,4161673.04625297,0
123,313527.231106614,4161673.37617088,0
124,313526.720608567,4161673.69919563,0
125,313526.249173021,4161673.99740768,0
126,313525.745938157,4161674.31538177,0
127,313525.27615056,4161674.61182762,0
128,313524.759365892,4161674.9374826,0
129,313524.280484053,4161675.23894478,0
130,313523.79903874,4161675.54165054,0
131,313523.251126142,4161675.88594222,0
132,313522.738308761,4161676.20815254,0
133,313522.195462083,4161676.54919029,0
134,313521.657742356,4161676.88716102,0
135,313521.137600754,4161677.2142675,0
136,313520.585293625,4161677.56162048,0
137,313520.036434982,4161677.90689255,0
138,313519.452725267,4161678.27413345,0
139,313518.874539229,4161678.63787819,0
140,313518.274807783,4161679.01520134,0
141,313517.712338303,4161679.36901451,0
142,313517.175869796,4161679.7064035,0
143,313516.643795822,4161680.04094482,0
144,313516.083432052,4161680.39311386,0
145,313515.546841472,4161680.73032547,0
146,313514.998776285,4161681.07466484,0
147,313514.508480877,4161681.38260246,0
148,313513.966244553,4161681.72313286,0
149,313513.449765058,4161682.04756904,0
150,313512.964199873,4161682.35256363,0
151,313512.490811201,4161682.64987732,0
152,313511.963742111,4161682.98095871,0
153,313511.504361005,4161683.26956631,0
154,313510.980801436,4161683.59850193,0
155,313510.535824627,4161683.87806679,0
156,313510.034725994,4161684.19292332,0
157,313509.60311589,4161684.46408821,0
158,313509.127590984,4161684.76283527,0
159,313508.679287764,4161685.04452683,0
160,313508.223538251,4161685.33094479,0
161,313507.652462813,4161685.68977905,0
162,313507.208798263,4161685.9685619,0
163,313506.785336348,4161686.23466373,0
164,313506.356808517,4161686.50395466,0
165,313505.796566816,4161686.85603691,0
166,313505.247250409,4161687.20120884,0
167,313504.807919356,4161687.47714211,0
168,313504.361355629,4161687.75753761,0
169,313503.928707928,4161688.02925945,0
170,313503.500546309,4161688.29805447,0
171,313503.04763493,4161688.58351589,0
172,313502.482235762,4161688.94153381,0
173,313501.831600994,4161689.34126736,0
174,313501.287716713,4161689.66359306,0
175,313500.776547281,4161689.96510769,0
176,313500.269680825,4161690.26525379,0
177,313499.761196939,4161690.5680988,0
178,313499.265255776,4161690.86468674,0
179,313498.667965739,4161691.22270084,0
180,313498.095669599,4161691.56307245,0
181,313497.637356609,4161691.83910776,0
182,313497.208706704,4161692.10617806,0
183,313496.776669349,4161692.37618424,0
184,313496.192288245,4161692.73959137,0
185,313495.735134931,4161693.02226092,0
186,313495.139096113,4161693.38957001,0
187,313494.64526066,4161693.69368816,0
188,313494.070278968,4161694.04812409,0
189,313493.505459634,4161694.3966415,0
190,313493.032986488,4161694.68825103,0
191,313492.492855876,4161695.02142073,0
192,313492.063565104,4161695.28553535,0
193,313491.630978432,4161695.5502112,0
